Date,Category,Item,Sales
17-03-2023,Veg Pizzas,Veggie Delight Pizza,39
17-03-2023,Veg Pizzas,Paneer Pizza,45
17-03-2023,Veg Pizzas,Farmhouse Pizza,48
17-03-2023,Sandwiches,Veg Club Sandwich,18
17-03-2023,Sandwiches,Paneer Tikka Sandwich,8
17-03-2023,Sandwiches,Grilled Veg Sandwich,14
17-03-2023,Sandwiches,Cucumber Sandwich,22
17-03-2023,Wraps,Veggie Wrap,27
17-03-2023,Wraps,Paneer Wrap,18
17-03-2023,Wraps,Aloo Wrap,7
17-03-2023,Wraps,Hummus Wrap,46
17-03-2023,Pastas,Veg Alfredo Pasta,8
17-03-2023,Pastas,Veg Arrabbiata Pasta,38
17-03-2023,Pastas,Pesto Veg Pasta,29
17-03-2023,Pastas,Veg Mac and Cheese,29
17-03-2023,Salads,Greek Salad,8
17-03-2023,Salads,Caesar Salad,24
17-03-2023,Salads,Garden Salad,41
17-03-2023,Salads,Pasta Salad,16
17-03-2023,Fries,Classic Fries,18
17-03-2023,Fries,Cheese Fries,46
17-03-2023,Fries,Masala Fries,13
17-03-2023,Fries,Peri Peri Fries,5
17-03-2023,Beverages,Cold Coffee,14
17-03-2023,Beverages,Lemonade,49
17-03-2023,Beverages,Mango Smoothie,23
17-03-2023,Beverages,Green Tea,36
17-03-2023,Desserts,Brownie,29
17-03-2023,Desserts,Ice Cream Sundae,49
17-03-2023,Desserts,Fruit Salad,44
17-03-2023,Desserts,Chocolate Cake,34
18-03-2023,Veg Burgers,Classic Veg Burger,14
18-03-2023,Veg Burgers,Cheese Veg Burger,10
18-03-2023,Veg Burgers,Spicy Veg Burger,27
18-03-2023,Veg Burgers,Aloo Tikki Burger,42
18-03-2023,Veg Pizzas,Margherita Pizza,23
18-03-2023,Veg Pizzas,Veggie Delight Pizza,23
18-03-2023,Veg Pizzas,Paneer Pizza,30
18-03-2023,Veg Pizzas,Farmhouse Pizza,9
18-03-2023,Sandwiches,Veg Club Sandwich,20
18-03-2023,Sandwiches,Paneer Tikka Sandwich,5
18-03-2023,Sandwiches,Grilled Veg Sandwich,47
18-03-2023,Sandwiches,Cucumber Sandwich,38
18-03-2023,Wraps,Veggie Wrap,14
18-03-2023,Wraps,Paneer Wrap,5
18-03-2023,Wraps,Aloo Wrap,23
18-03-2023,Wraps,Hummus Wrap,19
18-03-2023,Pastas,Veg Alfredo Pasta,7
18-03-2023,Pastas,Veg Arrabbiata Pasta,8
18-03-2023,Pastas,Pesto Veg Pasta,40
18-03-2023,Pastas,Veg Mac and Cheese,21
18-03-2023,Salads,Greek Salad,42
18-03-2023,Salads,Caesar Salad,17
18-03-2023,Salads,Garden Salad,9
18-03-2023,Salads,Pasta Salad,28
18-03-2023,Fries,Classic Fries,22
18-03-2023,Fries,Cheese Fries,26
18-03-2023,Fries,Masala Fries,44
18-03-2023,Fries,Peri Peri Fries,12
18-03-2023,Beverages,Cold Coffee,42
18-03-2023,Beverages,Lemonade,14
18-03-2023,Beverages,Mango Smoothie,10
18-03-2023,Beverages,Green Tea,34
18-03-2023,Desserts,Brownie,13
18-03-2023,Desserts,Ice Cream Sundae,47
18-03-2023,Desserts,Fruit Salad,13
18-03-2023,Desserts,Chocolate Cake,30
19-03-2023,Veg Burgers,Classic Veg Burger,44
19-03-2023,Veg Burgers,Cheese Veg Burger,35
19-03-2023,Veg Burgers,Spicy Veg Burger,25
19-03-2023,Veg Burgers,Aloo Tikki Burger,23
19-03-2023,Veg Pizzas,Margherita Pizza,12
19-03-2023,Veg Pizzas,Veggie Delight Pizza,29
19-03-2023,Veg Pizzas,Paneer Pizza,5
19-03-2023,Veg Pizzas,Farmhouse Pizza,49
19-03-2023,Sandwiches,Veg Club Sandwich,39
19-03-2023,Sandwiches,Paneer Tikka Sandwich,12
19-03-2023,Sandwiches,Grilled Veg Sandwich,39
19-03-2023,Sandwiches,Cucumber Sandwich,30
19-03-2023,Wraps,Veggie Wrap,45
19-03-2023,Wraps,Paneer Wrap,40
19-03-2023,Wraps,Aloo Wrap,25
19-03-2023,Wraps,Hummus Wrap,21
19-03-2023,Pastas,Veg Alfredo Pasta,12
19-03-2023,Pastas,Veg Arrabbiata Pasta,21
19-03-2023,Pastas,Pesto Veg Pasta,41
19-03-2023,Pastas,Veg Mac and Cheese,28
19-03-2023,Salads,Greek Salad,39
19-03-2023,Salads,Caesar Salad,16
19-03-2023,Salads,Garden Salad,40
19-03-2023,Salads,Pasta Salad,33
19-03-2023,Fries,Classic Fries,49
19-03-2023,Fries,Cheese Fries,35
19-03-2023,Fries,Masala Fries,48
19-03-2023,Fries,Peri Peri Fries,19
19-03-2023,Beverages,Cold Coffee,30
19-03-2023,Beverages,Lemonade,34
19-03-2023,Beverages,Mango Smoothie,36
19-03-2023,Beverages,Green Tea,36
19-03-2023,Desserts,Brownie,43
19-03-2023,Desserts,Ice Cream Sundae,27
19-03-2023,Desserts,Fruit Salad,38
19-03-2023,Desserts,Chocolate Cake,19
20-03-2023,Veg Burgers,Classic Veg Burger,33
20-03-2023,Veg Burgers,Cheese Veg Burger,41
20-03-2023,Veg Burgers,Spicy Veg Burger,10
20-03-2023,Veg Burgers,Aloo Tikki Burger,12
20-03-2023,Veg Pizzas,Margherita Pizza,32
20-03-2023,Veg Pizzas,Veggie Delight Pizza,11
20-03-2023,Veg Pizzas,Paneer Pizza,22
20-03-2023,Veg Pizzas,Farmhouse Pizza,31
20-03-2023,Sandwiches,Veg Club Sandwich,40
20-03-2023,Sandwiches,Paneer Tikka Sandwich,6
20-03-2023,Sandwiches,Grilled Veg Sandwich,31
20-03-2023,Sandwiches,Cucumber Sandwich,12
20-03-2023,Wraps,Veggie Wrap,24
20-03-2023,Wraps,Paneer Wrap,29
20-03-2023,Wraps,Aloo Wrap,36
20-03-2023,Wraps,Hummus Wrap,44
20-03-2023,Pastas,Veg Alfredo Pasta,47
20-03-2023,Pastas,Veg Arrabbiata Pasta,20
20-03-2023,Pastas,Pesto Veg Pasta,25
20-03-2023,Pastas,Veg Mac and Cheese,43
20-03-2023,Salads,Greek Salad,43
20-03-2023,Salads,Caesar Salad,46
20-03-2023,Salads,Garden Salad,6
20-03-2023,Salads,Pasta Salad,43
20-03-2023,Fries,Classic Fries,31
20-03-2023,Fries,Cheese Fries,7
20-03-2023,Fries,Masala Fries,26
20-03-2023,Fries,Peri Peri Fries,25
20-03-2023,Beverages,Cold Coffee,33
20-03-2023,Beverages,Lemonade,47
20-03-2023,Beverages,Mango Smoothie,34
20-03-2023,Beverages,Green Tea,26
20-03-2023,Desserts,Brownie,50
20-03-2023,Desserts,Ice Cream Sundae,13
20-03-2023,Desserts,Fruit Salad,29
20-03-2023,Desserts,Chocolate Cake,11
21-03-2023,Veg Burgers,Classic Veg Burger,10
21-03-2023,Veg Burgers,Cheese Veg Burger,31
21-03-2023,Veg Burgers,Spicy Veg Burger,31
21-03-2023,Veg Burgers,Aloo Tikki Burger,21
21-03-2023,Veg Pizzas,Margherita Pizza,41
21-03-2023,Veg Pizzas,Veggie Delight Pizza,20
21-03-2023,Veg Pizzas,Paneer Pizza,42
21-03-2023,Veg Pizzas,Farmhouse Pizza,20
21-03-2023,Sandwiches,Veg Club Sandwich,21
21-03-2023,Sandwiches,Paneer Tikka Sandwich,18
21-03-2023,Sandwiches,Grilled Veg Sandwich,19
21-03-2023,Sandwiches,Cucumber Sandwich,30
21-03-2023,Wraps,Veggie Wrap,42
21-03-2023,Wraps,Paneer Wrap,14
21-03-2023,Wraps,Aloo Wrap,33
21-03-2023,Wraps,Hummus Wrap,31
21-03-2023,Pastas,Veg Alfredo Pasta,16
21-03-2023,Pastas,Veg Arrabbiata Pasta,5
21-03-2023,Pastas,Pesto Veg Pasta,33
21-03-2023,Pastas,Veg Mac and Cheese,30
21-03-2023,Salads,Greek Salad,38
21-03-2023,Salads,Caesar Salad,7
21-03-2023,Salads,Garden Salad,36
21-03-2023,Salads,Pasta Salad,17
21-03-2023,Fries,Classic Fries,49
21-03-2023,Fries,Cheese Fries,28
21-03-2023,Fries,Masala Fries,46
21-03-2023,Fries,Peri Peri Fries,6
21-03-2023,Beverages,Cold Coffee,43
21-03-2023,Beverages,Lemonade,21
21-03-2023,Beverages,Mango Smoothie,24
21-03-2023,Beverages,Green Tea,42
21-03-2023,Desserts,Brownie,15
21-03-2023,Desserts,Ice Cream Sundae,21
21-03-2023,Desserts,Fruit Salad,28
21-03-2023,Desserts,Chocolate Cake,16
22-03-2023,Veg Burgers,Classic Veg Burger,41
22-03-2023,Veg Burgers,Cheese Veg Burger,48
22-03-2023,Veg Burgers,Spicy Veg Burger,42
22-03-2023,Veg Burgers,Aloo Tikki Burger,41
22-03-2023,Veg Pizzas,Margherita Pizza,10
22-03-2023,Veg Pizzas,Veggie Delight Pizza,49
22-03-2023,Veg Pizzas,Paneer Pizza,49
22-03-2023,Veg Pizzas,Farmhouse Pizza,15
22-03-2023,Sandwiches,Veg Club Sandwich,18
22-03-2023,Sandwiches,Paneer Tikka Sandwich,7
22-03-2023,Sandwiches,Grilled Veg Sandwich,5
22-03-2023,Sandwiches,Cucumber Sandwich,10
22-03-2023,Wraps,Veggie Wrap,10
22-03-2023,Wraps,Paneer Wrap,40
22-03-2023,Wraps,Aloo Wrap,25
22-03-2023,Wraps,Hummus Wrap,13
22-03-2023,Pastas,Veg Alfredo Pasta,15
22-03-2023,Pastas,Veg Arrabbiata Pasta,44
22-03-2023,Pastas,Pesto Veg Pasta,50
22-03-2023,Pastas,Veg Mac and Cheese,42
22-03-2023,Salads,Greek Salad,24
22-03-2023,Salads,Caesar Salad,43
22-03-2023,Salads,Garden Salad,16
22-03-2023,Salads,Pasta Salad,27
22-03-2023,Fries,Classic Fries,12
22-03-2023,Fries,Cheese Fries,27
22-03-2023,Fries,Masala Fries,45
22-03-2023,Fries,Peri Peri Fries,18
22-03-2023,Beverages,Cold Coffee,29
22-03-2023,Beverages,Lemonade,43
22-03-2023,Beverages,Mango Smoothie,25
22-03-2023,Beverages,Green Tea,16
22-03-2023,Desserts,Brownie,37
22-03-2023,Desserts,Ice Cream Sundae,25
22-03-2023,Desserts,Fruit Salad,22
22-03-2023,Desserts,Chocolate Cake,5
23-03-2023,Veg Burgers,Classic Veg Burger,47
23-03-2023,Veg Burgers,Cheese Veg Burger,40
23-03-2023,Veg Burgers,Spicy Veg Burger,48
23-03-2023,Veg Burgers,Aloo Tikki Burger,35
23-03-2023,Veg Pizzas,Margherita Pizza,30
23-03-2023,Veg Pizzas,Veggie Delight Pizza,39
23-03-2023,Veg Pizzas,Paneer Pizza,32
23-03-2023,Veg Pizzas,Farmhouse Pizza,19
23-03-2023,Sandwiches,Veg Club Sandwich,20
23-03-2023,Sandwiches,Paneer Tikka Sandwich,6
23-03-2023,Sandwiches,Grilled Veg Sandwich,16
23-03-2023,Sandwiches,Cucumber Sandwich,46
23-03-2023,Wraps,Veggie Wrap,46
23-03-2023,Wraps,Paneer Wrap,35
23-03-2023,Wraps,Aloo Wrap,38
23-03-2023,Wraps,Hummus Wrap,40
23-03-2023,Pastas,Veg Alfredo Pasta,19
23-03-2023,Pastas,Veg Arrabbiata Pasta,47
23-03-2023,Pastas,Pesto Veg Pasta,5
23-03-2023,Pastas,Veg Mac and Cheese,40
23-03-2023,Salads,Greek Salad,11
23-03-2023,Salads,Caesar Salad,43
23-03-2023,Salads,Garden Salad,6
23-03-2023,Salads,Pasta Salad,7
23-03-2023,Fries,Classic Fries,49
23-03-2023,Fries,Cheese Fries,34
23-03-2023,Fries,Masala Fries,46
23-03-2023,Fries,Peri Peri Fries,48
23-03-2023,Beverages,Cold Coffee,28
23-03-2023,Beverages,Lemonade,40
23-03-2023,Beverages,Mango Smoothie,39
23-03-2023,Beverages,Green Tea,20
23-03-2023,Desserts,Brownie,24
23-03-2023,Desserts,Ice Cream Sundae,37
23-03-2023,Desserts,Fruit Salad,28
23-03-2023,Desserts,Chocolate Cake,21
24-03-2023,Veg Burgers,Classic Veg Burger,12
24-03-2023,Veg Burgers,Cheese Veg Burger,26
24-03-2023,Veg Burgers,Spicy Veg Burger,31
24-03-2023,Veg Burgers,Aloo Tikki Burger,13
24-03-2023,Veg Pizzas,Margherita Pizza,23
24-03-2023,Veg Pizzas,Veggie Delight Pizza,7
24-03-2023,Veg Pizzas,Paneer Pizza,33
24-03-2023,Veg Pizzas,Farmhouse Pizza,32
24-03-2023,Sandwiches,Veg Club Sandwich,19
24-03-2023,Sandwiches,Paneer Tikka Sandwich,48
24-03-2023,Sandwiches,Grilled Veg Sandwich,21
24-03-2023,Sandwiches,Cucumber Sandwich,23
24-03-2023,Wraps,Veggie Wrap,12
24-03-2023,Wraps,Paneer Wrap,41
24-03-2023,Wraps,Aloo Wrap,14
24-03-2023,Wraps,Hummus Wrap,23
24-03-2023,Pastas,Veg Alfredo Pasta,26
24-03-2023,Pastas,Veg Arrabbiata Pasta,7
24-03-2023,Pastas,Pesto Veg Pasta,16
24-03-2023,Pastas,Veg Mac and Cheese,17
24-03-2023,Salads,Greek Salad,27
24-03-2023,Salads,Caesar Salad,20
24-03-2023,Salads,Garden Salad,40
24-03-2023,Salads,Pasta Salad,19
24-03-2023,Fries,Classic Fries,32
24-03-2023,Fries,Cheese Fries,17
24-03-2023,Fries,Masala Fries,27
24-03-2023,Fries,Peri Peri Fries,5
24-03-2023,Beverages,Cold Coffee,20
24-03-2023,Beverages,Lemonade,21
24-03-2023,Beverages,Mango Smoothie,18
24-03-2023,Beverages,Green Tea,21
24-03-2023,Desserts,Brownie,45
24-03-2023,Desserts,Ice Cream Sundae,35
24-03-2023,Desserts,Fruit Salad,26
24-03-2023,Desserts,Chocolate Cake,44
25-03-2023,Veg Burgers,Classic Veg Burger,6
25-03-2023,Veg Burgers,Cheese Veg Burger,43
25-03-2023,Veg Burgers,Spicy Veg Burger,20
25-03-2023,Veg Burgers,Aloo Tikki Burger,46
25-03-2023,Veg Pizzas,Margherita Pizza,9
25-03-2023,Veg Pizzas,Veggie Delight Pizza,8
25-03-2023,Veg Pizzas,Paneer Pizza,44
25-03-2023,Veg Pizzas,Farmhouse Pizza,50
25-03-2023,Sandwiches,Veg Club Sandwich,17
25-03-2023,Sandwiches,Paneer Tikka Sandwich,28
25-03-2023,Sandwiches,Grilled Veg Sandwich,20
25-03-2023,Sandwiches,Cucumber Sandwich,9
25-03-2023,Wraps,Veggie Wrap,47
25-03-2023,Wraps,Paneer Wrap,15
25-03-2023,Wraps,Aloo Wrap,30
25-03-2023,Wraps,Hummus Wrap,19
25-03-2023,Pastas,Veg Alfredo Pasta,24
25-03-2023,Pastas,Veg Arrabbiata Pasta,10
25-03-2023,Pastas,Pesto Veg Pasta,43
25-03-2023,Pastas,Veg Mac and Cheese,35
25-03-2023,Salads,Greek Salad,11
25-03-2023,Salads,Caesar Salad,13
25-03-2023,Salads,Garden Salad,13
25-03-2023,Salads,Pasta Salad,50
25-03-2023,Fries,Classic Fries,26
25-03-2023,Fries,Cheese Fries,22
25-03-2023,Fries,Masala Fries,36
25-03-2023,Fries,Peri Peri Fries,19
25-03-2023,Beverages,Cold Coffee,30
25-03-2023,Beverages,Lemonade,28
25-03-2023,Beverages,Mango Smoothie,44
25-03-2023,Beverages,Green Tea,30
25-03-2023,Desserts,Brownie,44
25-03-2023,Desserts,Ice Cream Sundae,20
25-03-2023,Desserts,Fruit Salad,27
25-03-2023,Desserts,Chocolate Cake,18
26-03-2023,Veg Burgers,Classic Veg Burger,37
26-03-2023,Veg Burgers,Cheese Veg Burger,13
26-03-2023,Veg Burgers,Spicy Veg Burger,15
26-03-2023,Veg Burgers,Aloo Tikki Burger,46
26-03-2023,Veg Pizzas,Margherita Pizza,22
26-03-2023,Veg Pizzas,Veggie Delight Pizza,8
26-03-2023,Veg Pizzas,Paneer Pizza,9
26-03-2023,Veg Pizzas,Farmhouse Pizza,13
26-03-2023,Sandwiches,Veg Club Sandwich,10
26-03-2023,Sandwiches,Paneer Tikka Sandwich,35
26-03-2023,Sandwiches,Grilled Veg Sandwich,36
26-03-2023,Sandwiches,Cucumber Sandwich,41
26-03-2023,Wraps,Veggie Wrap,6
26-03-2023,Wraps,Paneer Wrap,15
26-03-2023,Wraps,Aloo Wrap,42
26-03-2023,Wraps,Hummus Wrap,8
26-03-2023,Pastas,Veg Alfredo Pasta,33
26-03-2023,Pastas,Veg Arrabbiata Pasta,39
26-03-2023,Pastas,Pesto Veg Pasta,18
26-03-2023,Pastas,Veg Mac and Cheese,5
26-03-2023,Salads,Greek Salad,13
26-03-2023,Salads,Caesar Salad,39
26-03-2023,Salads,Garden Salad,48
26-03-2023,Salads,Pasta Salad,42
26-03-2023,Fries,Classic Fries,42
26-03-2023,Fries,Cheese Fries,10
26-03-2023,Fries,Masala Fries,17
26-03-2023,Fries,Peri Peri Fries,8
26-03-2023,Beverages,Cold Coffee,37
26-03-2023,Beverages,Lemonade,34
26-03-2023,Beverages,Mango Smoothie,49
26-03-2023,Beverages,Green Tea,49
26-03-2023,Desserts,Brownie,18
26-03-2023,Desserts,Ice Cream Sundae,13
26-03-2023,Desserts,Fruit Salad,37
26-03-2023,Desserts,Chocolate Cake,14
27-03-2023,Veg Burgers,Classic Veg Burger,38
27-03-2023,Veg Burgers,Cheese Veg Burger,6
27-03-2023,Veg Burgers,Spicy Veg Burger,33
27-03-2023,Veg Burgers,Aloo Tikki Burger,26
27-03-2023,Veg Pizzas,Margherita Pizza,45
27-03-2023,Veg Pizzas,Veggie Delight Pizza,14
27-03-2023,Veg Pizzas,Paneer Pizza,49
27-03-2023,Veg Pizzas,Farmhouse Pizza,13
27-03-2023,Sandwiches,Veg Club Sandwich,28
27-03-2023,Sandwiches,Paneer Tikka Sandwich,14
27-03-2023,Sandwiches,Grilled Veg Sandwich,24
27-03-2023,Sandwiches,Cucumber Sandwich,26
27-03-2023,Wraps,Veggie Wrap,41
27-03-2023,Wraps,Paneer Wrap,17
27-03-2023,Wraps,Aloo Wrap,22
27-03-2023,Wraps,Hummus Wrap,13
27-03-2023,Pastas,Veg Alfredo Pasta,23
27-03-2023,Pastas,Veg Arrabbiata Pasta,15
27-03-2023,Pastas,Pesto Veg Pasta,24
27-03-2023,Pastas,Veg Mac and Cheese,24
27-03-2023,Salads,Greek Salad,21
27-03-2023,Salads,Caesar Salad,46
27-03-2023,Salads,Garden Salad,27
27-03-2023,Salads,Pasta Salad,36
27-03-2023,Fries,Classic Fries,30
27-03-2023,Fries,Cheese Fries,38
27-03-2023,Fries,Masala Fries,36
27-03-2023,Fries,Peri Peri Fries,46
27-03-2023,Beverages,Cold Coffee,22
27-03-2023,Beverages,Lemonade,6
27-03-2023,Beverages,Mango Smoothie,11
27-03-2023,Beverages,Green Tea,34
27-03-2023,Desserts,Brownie,9
27-03-2023,Desserts,Ice Cream Sundae,41
27-03-2023,Desserts,Fruit Salad,39
27-03-2023,Desserts,Chocolate Cake,44
28-03-2023,Veg Burgers,Classic Veg Burger,5
28-03-2023,Veg Burgers,Cheese Veg Burger,5
28-03-2023,Veg Burgers,Spicy Veg Burger,24
28-03-2023,Veg Burgers,Aloo Tikki Burger,34
28-03-2023,Veg Pizzas,Margherita Pizza,11
28-03-2023,Veg Pizzas,Veggie Delight Pizza,48
28-03-2023,Veg Pizzas,Paneer Pizza,11
28-03-2023,Veg Pizzas,Farmhouse Pizza,48
28-03-2023,Sandwiches,Veg Club Sandwich,19
28-03-2023,Sandwiches,Paneer Tikka Sandwich,31
28-03-2023,Sandwiches,Grilled Veg Sandwich,32
28-03-2023,Sandwiches,Cucumber Sandwich,19
28-03-2023,Wraps,Veggie Wrap,11
28-03-2023,Wraps,Paneer Wrap,32
28-03-2023,Wraps,Aloo Wrap,47
28-03-2023,Wraps,Hummus Wrap,42
28-03-2023,Pastas,Veg Alfredo Pasta,50
28-03-2023,Pastas,Veg Arrabbiata Pasta,47
28-03-2023,Pastas,Pesto Veg Pasta,12
28-03-2023,Pastas,Veg Mac and Cheese,14
28-03-2023,Salads,Greek Salad,22
28-03-2023,Salads,Caesar Salad,45
28-03-2023,Salads,Garden Salad,17
28-03-2023,Salads,Pasta Salad,49
28-03-2023,Fries,Classic Fries,15
28-03-2023,Fries,Cheese Fries,45
28-03-2023,Fries,Masala Fries,10
28-03-2023,Fries,Peri Peri Fries,21
28-03-2023,Beverages,Cold Coffee,35
28-03-2023,Beverages,Lemonade,9
28-03-2023,Beverages,Mango Smoothie,12
28-03-2023,Beverages,Green Tea,6
28-03-2023,Desserts,Brownie,49
28-03-2023,Desserts,Ice Cream Sundae,33
28-03-2023,Desserts,Fruit Salad,9
28-03-2023,Desserts,Chocolate Cake,25
29-03-2023,Veg Burgers,Classic Veg Burger,9
29-03-2023,Veg Burgers,Cheese Veg Burger,11
29-03-2023,Veg Burgers,Spicy Veg Burger,45
29-03-2023,Veg Burgers,Aloo Tikki Burger,33
29-03-2023,Veg Pizzas,Margherita Pizza,43
29-03-2023,Veg Pizzas,Veggie Delight Pizza,48
29-03-2023,Veg Pizzas,Paneer Pizza,16
29-03-2023,Veg Pizzas,Farmhouse Pizza,42
29-03-2023,Sandwiches,Veg Club Sandwich,49
29-03-2023,Sandwiches,Paneer Tikka Sandwich,42
29-03-2023,Sandwiches,Grilled Veg Sandwich,30
29-03-2023,Sandwiches,Cucumber Sandwich,34
29-03-2023,Wraps,Veggie Wrap,24
29-03-2023,Wraps,Paneer Wrap,6
29-03-2023,Wraps,Aloo Wrap,49
29-03-2023,Wraps,Hummus Wrap,13
29-03-2023,Pastas,Veg Alfredo Pasta,44
29-03-2023,Pastas,Veg Arrabbiata Pasta,23
29-03-2023,Pastas,Pesto Veg Pasta,45
29-03-2023,Pastas,Veg Mac and Cheese,31
29-03-2023,Salads,Greek Salad,50
29-03-2023,Salads,Caesar Salad,42
29-03-2023,Salads,Garden Salad,27
29-03-2023,Salads,Pasta Salad,10
29-03-2023,Fries,Classic Fries,5
29-03-2023,Fries,Cheese Fries,6
29-03-2023,Fries,Masala Fries,15
29-03-2023,Fries,Peri Peri Fries,28
29-03-2023,Beverages,Cold Coffee,25
29-03-2023,Beverages,Lemonade,40
29-03-2023,Beverages,Mango Smoothie,29
29-03-2023,Beverages,Green Tea,19
29-03-2023,Desserts,Brownie,5
29-03-2023,Desserts,Ice Cream Sundae,7
29-03-2023,Desserts,Fruit Salad,5
29-03-2023,Desserts,Chocolate Cake,20
30-03-2023,Veg Burgers,Classic Veg Burger,33
30-03-2023,Veg Burgers,Cheese Veg Burger,5
30-03-2023,Veg Burgers,Spicy Veg Burger,10
30-03-2023,Veg Burgers,Aloo Tikki Burger,24
30-03-2023,Veg Pizzas,Margherita Pizza,8
30-03-2023,Veg Pizzas,Veggie Delight Pizza,18
30-03-2023,Veg Pizzas,Paneer Pizza,28
30-03-2023,Veg Pizzas,Farmhouse Pizza,49
30-03-2023,Sandwiches,Veg Club Sandwich,26
30-03-2023,Sandwiches,Paneer Tikka Sandwich,27
30-03-2023,Sandwiches,Grilled Veg Sandwich,19
30-03-2023,Sandwiches,Cucumber Sandwich,34
30-03-2023,Wraps,Veggie Wrap,10
30-03-2023,Wraps,Paneer Wrap,39
30-03-2023,Wraps,Aloo Wrap,31
30-03-2023,Wraps,Hummus Wrap,44
30-03-2023,Pastas,Veg Alfredo Pasta,9
30-03-2023,Pastas,Veg Arrabbiata Pasta,37
30-03-2023,Pastas,Pesto Veg Pasta,38
30-03-2023,Pastas,Veg Mac and Cheese,12
30-03-2023,Salads,Greek Salad,25
30-03-2023,Salads,Caesar Salad,8
30-03-2023,Salads,Garden Salad,36
30-03-2023,Salads,Pasta Salad,7
30-03-2023,Fries,Classic Fries,45
30-03-2023,Fries,Cheese Fries,19
30-03-2023,Fries,Masala Fries,29
30-03-2023,Fries,Peri Peri Fries,18
30-03-2023,Beverages,Cold Coffee,9
30-03-2023,Beverages,Lemonade,34
30-03-2023,Beverages,Mango Smoothie,43
30-03-2023,Beverages,Green Tea,38
30-03-2023,Desserts,Brownie,24
30-03-2023,Desserts,Ice Cream Sundae,26
30-03-2023,Desserts,Fruit Salad,29
30-03-2023,Desserts,Chocolate Cake,43
31-03-2023,Veg Burgers,Classic Veg Burger,45
31-03-2023,Veg Burgers,Cheese Veg Burger,12
31-03-2023,Veg Burgers,Spicy Veg Burger,27
31-03-2023,Veg Burgers,Aloo Tikki Burger,15
31-03-2023,Veg Pizzas,Margherita Pizza,32
31-03-2023,Veg Pizzas,Veggie Delight Pizza,27
31-03-2023,Veg Pizzas,Paneer Pizza,31
31-03-2023,Veg Pizzas,Farmhouse Pizza,38
31-03-2023,Sandwiches,Veg Club Sandwich,44
31-03-2023,Sandwiches,Paneer Tikka Sandwich,23
31-03-2023,Sandwiches,Grilled Veg Sandwich,25
31-03-2023,Sandwiches,Cucumber Sandwich,23
31-03-2023,Wraps,Veggie Wrap,8
31-03-2023,Wraps,Paneer Wrap,41
31-03-2023,Wraps,Aloo Wrap,27
31-03-2023,Wraps,Hummus Wrap,23
31-03-2023,Pastas,Veg Alfredo Pasta,31
31-03-2023,Pastas,Veg Arrabbiata Pasta,34
31-03-2023,Pastas,Pesto Veg Pasta,29
31-03-2023,Pastas,Veg Mac and Cheese,13
31-03-2023,Salads,Greek Salad,35
31-03-2023,Salads,Caesar Salad,35
31-03-2023,Salads,Garden Salad,26
31-03-2023,Salads,Pasta Salad,6
31-03-2023,Fries,Classic Fries,28
31-03-2023,Fries,Cheese Fries,34
31-03-2023,Fries,Masala Fries,10
31-03-2023,Fries,Peri Peri Fries,49
31-03-2023,Beverages,Cold Coffee,33
31-03-2023,Beverages,Lemonade,5
31-03-2023,Beverages,Mango Smoothie,33
31-03-2023,Beverages,Green Tea,14
31-03-2023,Desserts,Brownie,24
31-03-2023,Desserts,Ice Cream Sundae,45
31-03-2023,Desserts,Fruit Salad,42
31-03-2023,Desserts,Chocolate Cake,8
01-04-2023,Veg Burgers,Classic Veg Burger,49
01-04-2023,Veg Burgers,Cheese Veg Burger,45
01-04-2023,Veg Burgers,Spicy Veg Burger,16
01-04-2023,Veg Burgers,Aloo Tikki Burger,24
01-04-2023,Veg Pizzas,Margherita Pizza,49
01-04-2023,Veg Pizzas,Veggie Delight Pizza,22
01-04-2023,Veg Pizzas,Paneer Pizza,16
01-04-2023,Veg Pizzas,Farmhouse Pizza,30
01-04-2023,Sandwiches,Veg Club Sandwich,7
01-04-2023,Sandwiches,Paneer Tikka Sandwich,50
01-04-2023,Sandwiches,Grilled Veg Sandwich,33
01-04-2023,Sandwiches,Cucumber Sandwich,34
01-04-2023,Wraps,Veggie Wrap,14
01-04-2023,Wraps,Paneer Wrap,37
01-04-2023,Wraps,Aloo Wrap,10
01-04-2023,Wraps,Hummus Wrap,28
01-04-2023,Pastas,Veg Alfredo Pasta,16
01-04-2023,Pastas,Veg Arrabbiata Pasta,32
01-04-2023,Pastas,Pesto Veg Pasta,35
01-04-2023,Pastas,Veg Mac and Cheese,9
01-04-2023,Salads,Greek Salad,31
01-04-2023,Salads,Caesar Salad,25
01-04-2023,Salads,Garden Salad,23
01-04-2023,Salads,Pasta Salad,34
01-04-2023,Fries,Classic Fries,10
01-04-2023,Fries,Cheese Fries,8
01-04-2023,Fries,Masala Fries,47
01-04-2023,Fries,Peri Peri Fries,47
01-04-2023,Beverages,Cold Coffee,44
01-04-2023,Beverages,Lemonade,29
01-04-2023,Beverages,Mango Smoothie,19
01-04-2023,Beverages,Green Tea,27
01-04-2023,Desserts,Brownie,39
01-04-2023,Desserts,Ice Cream Sundae,27
01-04-2023,Desserts,Fruit Salad,27
01-04-2023,Desserts,Chocolate Cake,45
02-04-2023,Veg Burgers,Classic Veg Burger,20
02-04-2023,Veg Burgers,Cheese Veg Burger,7
